B00, 100
B00, Trade, 85221.788, 172, B00, S21, 1
B00, Trade, 85245.000, 167, B00, S24, 1
B00, Trade, 85252.500, 166, B00, S15, 1
B00, Trade, 85263.750, 167, B00, S03, 1
B00, Trade, 85288.212, 166, B00, S11, 1
B00, Trade, 85304.577, 167, B00, S15, 1
B00, Trade, 85313.385, 167, B00, S18, 1
B00, Trade, 85332.577, 172, B00, S23, 1
B00, Trade, 85354.885, 162, B00, S21, 1
B00, Trade, 85357.365, 162, B00, S15, 1
B00, Trade, 85368.904, 168, B00, S23, 1
B00, Trade, 85382.481, 167, B00, S19, 1
B00, Trade, 85393.038, 171, B00, S02, 1
B00, Trade, 85401.231, 163, B00, S15, 1
B00, Trade, 85409.308, 165, B00, S16, 1
B00, Trade, 85433.288, 161, B00, S11, 1
B00, Trade, 85436.692, 162, B00, S22, 1
B00, Trade, 85453.942, 164, S12, B00, 1
B00, Trade, 85462.577, 166, B00, S18, 1
B00, Trade, 85463.577, 166, S10, B00, 1
B00, Trade, 85479.019, 170, S01, B00, 1
B00, Trade, 85488.346, 166, B00, S10, 1
B00, Trade, 85500.346, 164, S24, B00, 1
B00, Trade, 85520.192, 171, B00, S12, 1
B00, Trade, 85526.019, 163, B00, S00, 1
B00, Trade, 85555.673, 167, B00, S21, 1
B00, Trade, 85560.769, 167, S18, B00, 1
B00, Trade, 85570.596, 174, B00, S17, 1
B00, Trade, 85592.058, 167, S04, B00, 1
B00, Trade, 85599.154, 168, B00, S20, 1
B00, Trade, 85611.135, 168, B00, S07, 1
B00, Trade, 85622.212, 170, B00, S07, 1
B00, Trade, 85625.942, 171, B00, S04, 1
B00, Trade, 85638.327, 170, B00, S23, 1
B00, Trade, 85653.115, 166, B00, S21, 1
B00, Trade, 85657.962, 169, S03, B00, 1
B00, Trade, 85672.846, 165, B00, S16, 1
B00, Trade, 85682.731, 167, S12, B00, 1
B00, Trade, 85684.769, 168, B00, S01, 1
B00, Trade, 85702.808, 170, B00, S20, 1
B00, Trade, 85706.654, 164, B00, S19, 1
B00, Trade, 85715.269, 166, B00, S01, 1
B00, Trade, 85725.231, 162, B00, S18, 1
B00, Trade, 85735.423, 166, B00, S10, 1
B00, Trade, 85760.019, 166, B00, S10, 1
B00, Trade, 85768.288, 165, B00, S20, 1
B00, Trade, 85786.462, 163, B00, S11, 1
B00, Trade, 85790.538, 161, S06, B00, 1
B00, Trade, 85800.865, 166, B00, S14, 1
B00, Trade, 85807.538, 166, B00, S06, 1
B00, Trade, 85818.346, 168, S14, B00, 1
B00, Trade, 85832.577, 165, B00, S20, 1
B00, Trade, 85844.750, 169, S10, B00, 1
B00, Trade, 85872.962, 170, S06, B00, 1
B00, Trade, 85883.519, 168, S01, B00, 1
B00, Trade, 85902.462, 168, B00, S09, 1
B00, Trade, 85908.596, 171, P01, B00, 1
B00, Trade, 85923.212, 170, S12, B00, 1
B00, Trade, 85930.519, 170, B00, S16, 1
B00, Trade, 85940.731, 172, B00, S07, 1
B00, Trade, 85954.442, 171, B00, S15, 1
B00, Trade, 85960.058, 172, B00, S20, 1
B00, Trade, 85968.558, 163, B00, S04, 1
B00, Trade, 85975.519, 169, B00, S18, 1
B00, Trade, 86004.596, 170, B00, S19, 1
B00, Trade, 86010.231, 172, B00, S20, 1
B00, Trade, 86016.712, 164, S10, B00, 1
B00, Trade, 86033.808, 174, B00, S14, 1
B00, Trade, 86046.538, 172, B00, S17, 1
B00, Trade, 86052.692, 168, B00, S07, 1
B00, Trade, 86057.154, 167, B00, S17, 1
B00, Trade, 86082.365, 165, S11, B00, 1
B00, Trade, 86091.192, 171, B00, S02, 1
B00, Trade, 86097.365, 168, B00, S20, 1
B00, Trade, 86108.442, 159, B00, S17, 1
B00, Trade, 86119.596, 175, B00, S15, 1
B00, Trade, 86131.962, 162, B00, S01, 1
B00, Trade, 86144.462, 164, B00, S15, 1
B00, Trade, 86163.019, 163, B00, S07, 1
B00, Trade, 86173.558, 167, S11, B00, 1
B00, Trade, 86193.058, 169, B00, S07, 1
B00, Trade, 86199.558, 170, S14, B00, 1
B00, Trade, 86207.385, 175, S24, B00, 1
B00, Trade, 86220.904, 162, B00, S04, 1
B00, Trade, 86227.827, 171, B00, S15, 1
B00, Trade, 86244.827, 172, B00, S15, 1
B00, Trade, 86258.192, 173, B00, S16, 1
B00, Trade, 86271.885, 167, B00, S08, 1
B00, Trade, 86275.115, 164, B00, S12, 1
B00, Trade, 86288.192, 174, B00, S16, 1
B00, Trade, 86308.385, 168, B00, S14, 1
B00, Trade, 86325.750, 164, B00, S08, 1
B00, Trade, 86332.481, 164, S06, B00, 1
B00, Trade, 86339.712, 163, B00, S18, 1
B00, Trade, 86350.096, 172, B00, S07, 1
B00, Trade, 86361.135, 169, B00, S08, 1
B00, Trade, 86369.135, 161, B00, S04, 1
B00, Trade, 86380.346, 168, S17, B00, 1
B00, Trade, 86393.135, 172, B00, S17, 1
B00, Trade, 86398.673, 169, B00, S00, 1
B01, 100
B01, Trade, 84759.577, 165, B01, S12, 1
B01, Trade, 84778.308, 171, S23, B01, 1
B01, Trade, 84800.115, 163, B01, S24, 1
B01, Trade, 84801.615, 167, S23, B01, 1
B01, Trade, 84813.577, 173, S12, B01, 1
B01, Trade, 84838.462, 163, B01, S08, 1
B01, Trade, 84841.635, 169, S11, B01, 1
B01, Trade, 84865.788, 166, B01, S11, 1
B01, Trade, 84875.885, 168, S06, B01, 1
B01, Trade, 84890.462, 162, B01, S15, 1
B01, Trade, 84903.615, 170, S17, B01, 1
B01, Trade, 84928.808, 164, B01, S07, 1
B01, Trade, 84953.385, 166, P01, B01, 1
B01, Trade, 84987.808, 171, B01, S22, 1
B01, Trade, 84998.808, 167, B01, S20, 1
B01, Trade, 85018.596, 168, S11, B01, 1
B01, Trade, 85036.192, 166, S01, B01, 1
B01, Trade, 85057.615, 162, S18, B01, 1
B01, Trade, 85069.731, 161, B01, S08, 1
B01, Trade, 85097.500, 169, S13, B01, 1
B01, Trade, 85102.904, 170, S09, B01, 1
B01, Trade, 85118.596, 166, B01, S24, 1
B01, Trade, 85143.981, 161, B01, S06, 1
B01, Trade, 85161.173, 163, B01, S18, 1
B01, Trade, 85171.096, 168, S23, B01, 1
B01, Trade, 85184.135, 174, S06, B01, 1
B01, Trade, 85218.981, 182, S10, B01, 1
B01, Trade, 85242.385, 171, S09, B01, 1
B01, Trade, 85257.577, 174, S22, B01, 1
B01, Trade, 85276.635, 165, S11, B01, 1
B01, Trade, 85291.385, 166, B01, P01, 1
B01, Trade, 85295.846, 172, B01, S12, 1
B01, Trade, 85309.712, 166, B01, S23, 1
B01, Trade, 85326.212, 162, B01, S14, 1
B01, Trade, 85345.865, 170, S03, B01, 1
B01, Trade, 85371.250, 171, S16, B01, 1
B01, Trade, 85388.000, 165, S24, B01, 1
B01, Trade, 85413.981, 172, S19, B01, 1
B01, Trade, 85421.558, 168, S03, B01, 1
B01, Trade, 85422.692, 168, P01, B01, 1
B01, Trade, 85477.462, 171, S00, B01, 1
B01, Trade, 85497.346, 166, S10, B01, 1
B01, Trade, 85510.962, 167, B01, S10, 1
B01, Trade, 85518.365, 174, S12, B01, 1
B01, Trade, 85546.865, 168, B01, S21, 1
B01, Trade, 85547.442, 172, B01, S11, 1
B01, Trade, 85575.654, 168, S18, B01, 1
B01, Trade, 85588.212, 170, S03, B01, 1
B01, Trade, 85600.058, 172, B01, S19, 1
B01, Trade, 85614.827, 173, B01, S15, 1
B01, Trade, 85641.346, 170, S20, B01, 1
B01, Trade, 85657.231, 171, S22, B01, 1
B01, Trade, 85667.808, 163, B01, S05, 1
B01, Trade, 85683.654, 167, S08, B01, 1
