B00, 100
B00, Trade, 85048.885, 152, B00, S04, 1
B00, Trade, 85069.000, 157, B00, S23, 1
B00, Trade, 85085.404, 163, S12, B00, 1
B00, Trade, 85104.308, 160, B00, S03, 1
B00, Trade, 85114.904, 162, P01, B00, 1
B00, Trade, 85135.058, 158, B00, S07, 1
B00, Trade, 85143.885, 154, P01, B00, 1
B00, Trade, 85159.096, 156, B00, S09, 1
B00, Trade, 85163.327, 159, S16, B00, 1
B00, Trade, 85182.346, 150, B00, S08, 1
B00, Trade, 85193.308, 156, B00, S16, 1
B00, Trade, 85211.154, 153, S00, B00, 1
B00, Trade, 85224.250, 156, B00, S08, 1
B00, Trade, 85224.731, 160, S13, B00, 1
B00, Trade, 85237.481, 154, S01, B00, 1
B00, Trade, 85245.750, 157, S03, B00, 1
B00, Trade, 85262.385, 163, S09, B00, 1
B00, Trade, 85264.750, 159, B00, S13, 1
B00, Trade, 85273.308, 161, S03, B00, 1
B00, Trade, 85292.192, 153, B00, S18, 1
B00, Trade, 85302.885, 155, B00, S07, 1
B00, Trade, 85304.346, 159, S21, B00, 1
B00, Trade, 85318.885, 154, B00, S18, 1
B00, Trade, 85334.558, 156, B00, S23, 1
B00, Trade, 85347.750, 156, B00, S09, 1
B00, Trade, 85353.212, 158, B00, S05, 1
B00, Trade, 85361.385, 157, S09, B00, 1
B00, Trade, 85375.635, 163, S22, B00, 1
B00, Trade, 85398.154, 155, B00, S08, 1
B00, Trade, 85406.519, 156, P01, B00, 1
B00, Trade, 85422.212, 156, B00, S14, 1
B00, Trade, 85438.115, 150, S09, B00, 1
B00, Trade, 85452.885, 154, S14, B00, 1
B00, Trade, 85470.385, 149, B00, S21, 1
B00, Trade, 85479.596, 159, B00, S24, 1
B00, Trade, 85493.865, 152, B00, S19, 1
B00, Trade, 85501.038, 151, B00, S22, 1
B00, Trade, 85510.558, 154, B00, S07, 1
B00, Trade, 85525.385, 155, B00, S20, 1
B00, Trade, 85537.327, 159, S12, B00, 1
B00, Trade, 85563.231, 153, S15, B00, 1
B00, Trade, 85577.519, 159, B00, S07, 1
B00, Trade, 85592.712, 158, S15, B00, 1
B00, Trade, 85599.904, 150, S04, B00, 1
B00, Trade, 85612.500, 149, B00, S07, 1
B00, Trade, 85626.135, 156, B00, S01, 1
