B00, 100
B00, Trade, 84857.596, 151, B00, S00, 1
B00, Trade, 84875.654, 154, B00, S07, 1
B00, Trade, 84890.615, 158, S19, B00, 1
B00, Trade, 84894.077, 160, P00, B00, 1
B00, Trade, 84922.000, 163, S16, B00, 1
B00, Trade, 84938.308, 147, B00, S16, 1
B00, Trade, 84958.519, 149, B00, S23, 1
B00, Trade, 84970.058, 157, S15, B00, 1
B00, Trade, 84983.769, 158, P00, B00, 1
B00, Trade, 84995.654, 154, S04, B00, 1
B00, Trade, 85026.865, 158, B00, S23, 1
B00, Trade, 85029.577, 163, B00, S01, 1
B00, Trade, 85042.904, 162, S19, B00, 1
B00, Trade, 85058.058, 157, S22, B00, 1
B00, Trade, 85071.327, 148, B00, S23, 1
B00, Trade, 85089.558, 156, S15, B00, 1
B00, Trade, 85103.462, 159, S13, B00, 1
B00, Trade, 85121.423, 168, B00, S00, 1
B00, Trade, 85151.423, 154, B00, S11, 1
B00, Trade, 85160.788, 156, B00, S23, 1
B00, Trade, 85170.865, 149, B00, S05, 1
B00, Trade, 85184.385, 158, S19, B00, 1
B00, Trade, 85203.231, 155, S03, B00, 1
B00, Trade, 85215.058, 157, S22, B00, 1
B00, Trade, 85239.385, 160, S00, B00, 1
B00, Trade, 85256.308, 157, S24, B00, 1
B00, Trade, 85265.000, 162, S10, B00, 1
B00, Trade, 85292.865, 154, S22, B00, 1
B00, Trade, 85302.019, 155, S20, B00, 1
B00, Trade, 85318.212, 154, S18, B00, 1
B00, Trade, 85329.462, 167, S10, B00, 1
B00, Trade, 85341.519, 155, B00, S17, 1
B00, Trade, 85352.135, 157, B00, S24, 1
B00, Trade, 85370.308, 153, S22, B00, 1
B00, Trade, 85379.077, 153, B00, S15, 1
B00, Trade, 85397.558, 152, B00, S23, 1
B00, Trade, 85412.904, 161, S11, B00, 1
B00, Trade, 85442.673, 155, S01, B00, 1
B00, Trade, 85453.423, 150, B00, S03, 1
B00, Trade, 85473.673, 154, S20, B00, 1
B00, Trade, 85492.096, 157, B00, S00, 1
B00, Trade, 85493.192, 158, S16, B00, 1
B00, Trade, 85520.038, 156, B00, S05, 1
B00, Trade, 85522.827, 153, S22, B00, 1
B00, Trade, 85548.019, 153, B00, S23, 1
B00, Trade, 85563.481, 152, S18, B00, 1
B00, Trade, 85590.288, 158, S08, B00, 1
B00, Trade, 85594.788, 153, B00, S00, 1
B00, Trade, 85613.788, 156, B00, S13, 1
B00, Trade, 85617.962, 159, B00, S15, 1
B00, Trade, 85635.692, 157, B00, S01, 1
B00, Trade, 85637.750, 152, B00, S17, 1
B00, Trade, 85644.250, 156, P00, B00, 1
B00, Trade, 85669.404, 156, B00, S12, 1
B00, Trade, 85681.308, 150, S23, B00, 1
B00, Trade, 85684.827, 153, S03, B00, 1
B00, Trade, 85702.731, 151, B00, S17, 1
B00, Trade, 85709.538, 152, B00, S00, 1
B00, Trade, 85717.635, 160, S03, B00, 1
B00, Trade, 85737.500, 156, S24, B00, 1
B00, Trade, 85771.673, 160, S08, B00, 1
B00, Trade, 85773.404, 155, B00, S00, 1
B00, Trade, 85784.654, 156, B00, S05, 1
B00, Trade, 85802.750, 156, B00, S13, 1
B00, Trade, 85822.250, 162, P00, B00, 1
B00, Trade, 85828.827, 148, B00, S11, 1
B00, Trade, 85839.538, 150, B00, S05, 1
B00, Trade, 85857.981, 150, B00, S09, 1
B00, Trade, 85879.731, 157, S18, B00, 1
B00, Trade, 85896.269, 159, S11, B00, 1
B00, Trade, 85917.692, 152, B00, S05, 1
B00, Trade, 85928.250, 155, S07, B00, 1
