B00, 100
B00, Trade, 85273.808, 100, B00, S24, 1
B00, Trade, 85294.904, 103, B00, S13, 1
B00, Trade, 85297.115, 101, B00, S09, 1
B00, Trade, 85303.885, 109, B00, S22, 1
B00, Trade, 85327.885, 103, B00, S24, 1
B00, Trade, 85341.346, 107, B00, S17, 1
B00, Trade, 85359.981, 106, B00, S10, 1
B00, Trade, 85369.712, 100, B00, S15, 1
B00, Trade, 85381.058, 106, B00, S16, 1
B00, Trade, 85383.000, 109, S01, B00, 1
B00, Trade, 85403.346, 102, B00, S01, 1
B00, Trade, 85413.577, 104, B00, S17, 1
B00, Trade, 85418.173, 108, B00, S10, 1
B00, Trade, 85432.327, 105, B00, S06, 1
B00, Trade, 85434.827, 108, S21, B00, 1
B00, Trade, 85449.654, 106, B00, S02, 1
B00, Trade, 85462.442, 103, B00, S13, 1
B00, Trade, 85476.750, 110, B00, S24, 1
B00, Trade, 85488.192, 103, S05, B00, 1
B00, Trade, 85500.673, 110, S04, B00, 1
B00, Trade, 85511.308, 121, B00, S22, 1
B00, Trade, 85515.577, 109, B00, S15, 1
B00, Trade, 85528.904, 102, B00, S18, 1
B00, Trade, 85542.404, 107, B00, S20, 1
B00, Trade, 85549.096, 108, B00, S06, 1
B00, Trade, 85559.865, 110, S00, B00, 1
B00, Trade, 85572.288, 106, B00, S17, 1
B00, Trade, 85583.365, 108, B00, S04, 1
B00, Trade, 85591.115, 111, B00, S19, 1
B00, Trade, 85595.115, 112, P01, B00, 1
B00, Trade, 85613.750, 110, B00, S03, 1
B00, Trade, 85626.962, 106, B00, S15, 1
B00, Trade, 85630.058, 106, B00, S22, 1
B00, Trade, 85642.404, 109, B00, S01, 1
B00, Trade, 85645.385, 110, S16, B00, 1
B00, Trade, 85663.596, 109, S08, B00, 1
B00, Trade, 85676.327, 111, B00, S01, 1
B00, Trade, 85695.288, 101, B00, S22, 1
B00, Trade, 85701.423, 102, S12, B00, 1
B00, Trade, 85707.019, 109, B00, S17, 1
B00, Trade, 85716.404, 113, S24, B00, 1
B00, Trade, 85724.635, 112, B00, S18, 1
B00, Trade, 85742.404, 104, B00, S14, 1
B00, Trade, 85761.865, 102, B00, S12, 1
B00, Trade, 85771.000, 108, S01, B00, 1
B00, Trade, 85791.250, 108, S13, B00, 1
B00, Trade, 85793.577, 108, S01, B00, 1
B00, Trade, 85809.827, 102, B00, S15, 1
B00, Trade, 85819.962, 98, B00, S21, 1
B00, Trade, 85832.885, 98, B00, S19, 1
B00, Trade, 85848.885, 99, B00, S22, 1
B00, Trade, 85857.846, 102, B00, S20, 1
B00, Trade, 85875.442, 100, B00, S20, 1
B00, Trade, 85887.192, 102, B00, S17, 1
B00, Trade, 85901.462, 100, S22, B00, 1
B00, Trade, 85908.846, 102, B00, S03, 1
B00, Trade, 85919.462, 109, B00, S02, 1
B00, Trade, 85933.596, 100, B00, S21, 1
B00, Trade, 85943.635, 106, S03, B00, 1
B00, Trade, 85948.173, 95, B00, S10, 1
B00, Trade, 85955.404, 103, B00, S00, 1
B00, Trade, 85972.885, 97, B00, S14, 1
B00, Trade, 85985.019, 99, B00, S18, 1
B00, Trade, 85990.423, 96, B00, S19, 1
B00, Trade, 86000.596, 102, B00, S10, 1
B00, Trade, 86009.038, 96, B00, S15, 1
B00, Trade, 86016.346, 101, B00, S08, 1
B00, Trade, 86029.731, 102, P01, B00, 1
B00, Trade, 86038.500, 98, B00, S23, 1
B00, Trade, 86049.327, 103, B00, S04, 1
B00, Trade, 86063.692, 104, S04, B00, 1
B00, Trade, 86079.827, 96, B00, S20, 1
B00, Trade, 86101.654, 97, S07, B00, 1
B00, Trade, 86113.865, 103, S13, B00, 1
B00, Trade, 86126.077, 98, B00, S05, 1
B00, Trade, 86133.981, 97, S02, B00, 1
B00, Trade, 86143.212, 94, B00, S11, 1
B00, Trade, 86150.115, 103, B00, S18, 1
B00, Trade, 86157.692, 95, S03, B00, 1
B00, Trade, 86171.442, 96, B00, S21, 1
