B00, 100
B00, Trade, 84911.962, 103, B00, S10, 1
B00, Trade, 84919.731, 101, B00, S21, 1
B00, Trade, 84923.250, 108, B00, S12, 1
B00, Trade, 84942.250, 108, S12, B00, 1
B00, Trade, 84968.038, 104, S12, B00, 1
B00, Trade, 84993.231, 108, B00, S14, 1
B00, Trade, 85012.019, 104, S12, B00, 1
B00, Trade, 85032.635, 99, B00, S21, 1
B00, Trade, 85035.923, 104, S06, B00, 1
B00, Trade, 85046.269, 107, B00, S15, 1
B00, Trade, 85060.673, 109, B00, S17, 1
B00, Trade, 85071.885, 103, B00, S10, 1
B00, Trade, 85079.635, 107, B00, S14, 1
B00, Trade, 85090.269, 102, S19, B00, 1
B00, Trade, 85096.327, 99, S17, B00, 1
B00, Trade, 85129.635, 100, B00, S04, 1
B00, Trade, 85134.365, 100, B00, S13, 1
B00, Trade, 85149.173, 109, S03, B00, 1
B00, Trade, 85165.058, 105, B00, S18, 1
B00, Trade, 85171.750, 102, B00, S13, 1
B00, Trade, 85187.481, 101, S03, B00, 1
B00, Trade, 85211.673, 110, P01, B00, 1
B00, Trade, 85215.404, 110, S00, B00, 1
B00, Trade, 85232.615, 102, B00, S10, 1
B00, Trade, 85252.923, 101, B00, S02, 1
B00, Trade, 85255.385, 106, S11, B00, 1
B00, Trade, 85282.346, 103, B00, S15, 1
B00, Trade, 85285.654, 104, B00, S08, 1
B00, Trade, 85307.846, 114, S14, B00, 1
B00, Trade, 85319.923, 110, S16, B00, 1
B00, Trade, 85329.692, 104, S04, B00, 1
B00, Trade, 85363.481, 107, B00, S16, 1
B00, Trade, 85368.058, 99, B00, S12, 1
B00, Trade, 85378.538, 103, B00, S13, 1
B00, Trade, 85391.865, 114, S16, B00, 1
B00, Trade, 85395.577, 107, S19, B00, 1
B00, Trade, 85421.327, 106, B00, S16, 1
B00, Trade, 85423.192, 104, S05, B00, 1
B00, Trade, 85440.423, 112, B00, S12, 1
B00, Trade, 85443.788, 110, S23, B00, 1
B00, Trade, 85480.615, 111, S19, B00, 1
B00, Trade, 85485.250, 104, P01, B00, 1
B00, Trade, 85504.192, 107, B00, S24, 1
B00, Trade, 85513.192, 107, B00, S12, 1
B00, Trade, 85532.038, 112, S08, B00, 1
B00, Trade, 85533.904, 111, S19, B00, 1
B00, Trade, 85565.942, 108, S23, B00, 1
B00, Trade, 85582.865, 104, B00, S02, 1
B00, Trade, 85608.462, 109, S04, B00, 1
B00, Trade, 85635.442, 105, B00, S17, 1
B00, Trade, 85640.346, 109, S23, B00, 1
B00, Trade, 85668.519, 108, S13, B00, 1
B00, Trade, 85677.192, 110, S07, B00, 1
B00, Trade, 85689.577, 103, B00, S20, 1
B00, Trade, 85705.827, 99, B00, S10, 1
B00, Trade, 85712.808, 112, B00, S24, 1
B00, Trade, 85742.538, 110, S15, B00, 1
B00, Trade, 85755.865, 106, B00, S19, 1
B00, Trade, 85772.750, 107, B00, S03, 1
B00, Trade, 85778.538, 114, S08, B00, 1
B00, Trade, 85795.885, 113, B00, S15, 1
B00, Trade, 85810.442, 96, B00, S16, 1
B00, Trade, 85824.231, 93, B00, S03, 1
B00, Trade, 85828.365, 100, S02, B00, 1
B00, Trade, 85862.000, 103, S24, B00, 1
B00, Trade, 85876.538, 101, B00, S07, 1
B00, Trade, 85879.788, 109, S21, B00, 1
B00, Trade, 85899.750, 101, B00, S12, 1
B00, Trade, 85909.327, 97, S24, B00, 1
B00, Trade, 85924.154, 107, S05, B00, 1
B00, Trade, 85941.154, 96, B00, S24, 1
B00, Trade, 85966.385, 98, B00, S10, 1
B00, Trade, 85974.346, 105, B00, S08, 1
B00, Trade, 85975.288, 102, B00, S06, 1
B00, Trade, 85984.981, 100, S18, B00, 1
B00, Trade, 86004.981, 102, B00, S17, 1
B00, Trade, 86016.000, 99, B00, S10, 1
B00, Trade, 86027.635, 109, S04, B00, 1
B00, Trade, 86062.192, 106, S08, B00, 1
B00, Trade, 86073.346, 101, S23, B00, 1
B00, Trade, 86076.212, 104, B00, S04, 1
B00, Trade, 86101.500, 103, B00, S24, 1
B00, Trade, 86117.827, 98, B00, S24, 1
B00, Trade, 86123.596, 100, S00, B00, 1
B00, Trade, 86131.519, 99, B00, S15, 1
B00, Trade, 86153.500, 109, S12, B00, 1
B00, Trade, 86171.019, 97, B00, S05, 1
B00, Trade, 86172.250, 99, S00, B00, 1
B00, Trade, 86185.962, 98, B00, S02, 1
B00, Trade, 86196.269, 95, B00, S15, 1
B00, Trade, 86197.865, 100, S05, B00, 1
B00, Trade, 86217.404, 99, B00, S10, 1
B00, Trade, 86231.231, 101, B00, S06, 1
B00, Trade, 86242.192, 96, B00, S11, 1
B00, Trade, 86259.019, 100, B00, S16, 1
B00, Trade, 86272.231, 94, B00, S18, 1
B00, Trade, 86285.846, 91, B00, S13, 1
B00, Trade, 86310.788, 100, P01, B00, 1
B00, Trade, 86334.038, 101, S16, B00, 1
B00, Trade, 86372.346, 100, S06, B00, 1
B01, 100
B01, Trade, 85111.308, 100, B01, S16, 1
B01, Trade, 85126.500, 103, S04, B01, 1
B01, Trade, 85142.904, 103, B01, S12, 1
B01, Trade, 85151.865, 101, B01, S22, 1
B01, Trade, 85169.135, 105, B01, S10, 1
B01, Trade, 85176.192, 104, B01, S21, 1
B01, Trade, 85187.712, 101, B01, S22, 1
B01, Trade, 85205.904, 100, B01, S02, 1
B01, Trade, 85207.481, 103, B01, S14, 1
B01, Trade, 85233.865, 99, B01, S16, 1
B01, Trade, 85236.327, 107, S23, B01, 1
B01, Trade, 85254.423, 104, S09, B01, 1
B01, Trade, 85266.250, 105, B01, S00, 1
B01, Trade, 85284.577, 99, B01, S20, 1
B01, Trade, 85313.750, 107, B01, S13, 1
B01, Trade, 85314.500, 109, S05, B01, 1
B01, Trade, 85340.404, 101, B01, S17, 1
B01, Trade, 85346.808, 108, B01, S20, 1
B01, Trade, 85362.635, 113, S08, B01, 1
