B00, 100
B00, Trade, 85147.981, 105, B00, S02, 1
B00, Trade, 85165.750, 109, S01, B00, 1
B00, Trade, 85173.135, 107, S21, B00, 1
B00, Trade, 85188.442, 108, S24, B00, 1
B00, Trade, 85209.769, 100, B00, S15, 1
B00, Trade, 85222.769, 100, B00, S00, 1
B00, Trade, 85223.962, 103, S09, B00, 1
B00, Trade, 85233.500, 106, B00, S24, 1
B00, Trade, 85259.404, 108, S11, B00, 1
B00, Trade, 85267.288, 108, S18, B00, 1
B00, Trade, 85285.077, 115, S08, B00, 1
B00, Trade, 85299.923, 106, P01, B00, 1
B00, Trade, 85308.423, 111, S09, B00, 1
B00, Trade, 85312.962, 104, S20, B00, 1
B00, Trade, 85350.462, 103, P01, B00, 1
B00, Trade, 85361.654, 106, S19, B00, 1
B00, Trade, 85366.519, 109, B00, S24, 1
B00, Trade, 85378.788, 109, S18, B00, 1
B00, Trade, 85383.519, 99, S05, B00, 1
B00, Trade, 85398.288, 104, B00, S04, 1
B00, Trade, 85403.058, 105, S20, B00, 1
B00, Trade, 85417.038, 106, S20, B00, 1
B00, Trade, 85432.000, 99, B00, S13, 1
B00, Trade, 85432.846, 101, S24, B00, 1
B00, Trade, 85467.385, 106, S09, B00, 1
B00, Trade, 85476.481, 103, S19, B00, 1
B00, Trade, 85492.019, 111, S00, B00, 1
B00, Trade, 85497.596, 104, S24, B00, 1
B00, Trade, 85511.673, 111, S15, B00, 1
B00, Trade, 85521.577, 103, S19, B00, 1
B00, Trade, 85528.942, 104, S21, B00, 1
B00, Trade, 85554.096, 103, S09, B00, 1
B00, Trade, 85571.846, 105, S03, B00, 1
B00, Trade, 85573.308, 109, S20, B00, 1
B00, Trade, 85588.635, 102, S08, B00, 1
B00, Trade, 85600.962, 105, S06, B00, 1
B00, Trade, 85611.654, 100, P01, B00, 1
B00, Trade, 85620.500, 107, B00, S22, 1
B00, Trade, 85625.385, 105, S23, B00, 1
B00, Trade, 85634.808, 102, S13, B00, 1
B00, Trade, 85651.769, 103, P01, B00, 1
B00, Trade, 85652.808, 102, S20, B00, 1
B00, Trade, 85663.923, 106, S19, B00, 1
B00, Trade, 85679.462, 108, S02, B00, 1
B00, Trade, 85690.173, 106, S22, B00, 1
B00, Trade, 85701.250, 97, B00, S15, 1
B00, Trade, 85707.154, 106, S21, B00, 1
B00, Trade, 85727.019, 101, B00, S13, 1
B00, Trade, 85729.538, 105, B00, S15, 1
B00, Trade, 85743.750, 101, S05, B00, 1
B00, Trade, 85769.673, 103, S04, B00, 1
