B00, 100
B00, Trade, 85199.500, 169, S11, B00, 1
B00, Trade, 85209.923, 167, B00, S10, 1
B00, Trade, 85223.077, 168, B00, S15, 1
B00, Trade, 85242.135, 176, B00, S03, 1
B00, Trade, 85251.769, 174, B00, S01, 1
B00, Trade, 85257.615, 176, B00, P00, 1
B00, Trade, 85265.173, 166, B00, S23, 1
B00, Trade, 85284.038, 169, B00, S16, 1
B00, Trade, 85286.692, 170, S03, B00, 1
B00, Trade, 85302.346, 164, B00, S20, 1
B00, Trade, 85312.327, 179, S03, B00, 1
B00, Trade, 85326.788, 170, B00, S21, 1
B00, Trade, 85335.712, 176, S09, B00, 1
B00, Trade, 85344.288, 165, B00, S17, 1
B00, Trade, 85369.500, 170, P00, B00, 1
B00, Trade, 85374.962, 177, B00, S07, 1
B00, Trade, 85393.500, 168, B00, S01, 1
B00, Trade, 85395.019, 179, S23, B00, 1
B00, Trade, 85411.000, 165, B00, S05, 1
B00, Trade, 85416.808, 176, S20, B00, 1
B00, Trade, 85435.192, 167, B00, S17, 1
B00, Trade, 85446.019, 170, S20, B00, 1
B00, Trade, 85475.269, 175, B00, S16, 1
B00, Trade, 85479.135, 176, B00, S20, 1
B00, Trade, 85488.923, 167, B00, S17, 1
B00, Trade, 85499.288, 170, B00, S21, 1
B00, Trade, 85504.019, 174, B00, S03, 1
B00, Trade, 85514.519, 168, S09, B00, 1
B00, Trade, 85522.231, 171, B00, S17, 1
B00, Trade, 85553.750, 164, B00, S14, 1
B00, Trade, 85560.154, 164, B00, S07, 1
B00, Trade, 85569.038, 171, S17, B00, 1
B00, Trade, 85581.596, 179, B00, S24, 1
B00, Trade, 85584.654, 179, B00, S03, 1
B00, Trade, 85595.577, 172, S21, B00, 1
B00, Trade, 85606.096, 167, B00, S22, 1
B00, Trade, 85621.288, 164, B00, S02, 1
B00, Trade, 85623.750, 166, B00, S23, 1
B00, Trade, 85638.500, 173, B00, S02, 1
B00, Trade, 85647.077, 173, B00, S15, 1
B00, Trade, 85653.212, 171, S08, B00, 1
B00, Trade, 85675.481, 170, B00, S17, 1
B00, Trade, 85684.808, 170, S09, B00, 1
B00, Trade, 85688.404, 168, B00, S10, 1
B00, Trade, 85703.635, 175, B00, S10, 1
B00, Trade, 85722.404, 170, S24, B00, 1
B00, Trade, 85729.192, 174, B00, S17, 1
B00, Trade, 85739.769, 169, B00, S10, 1
B00, Trade, 85763.712, 171, P00, B00, 1
B00, Trade, 85776.096, 172, B00, S21, 1
B00, Trade, 85782.827, 178, S08, B00, 1
B00, Trade, 85788.154, 176, B00, S16, 1
B00, Trade, 85798.500, 175, B00, S17, 1
B00, Trade, 85816.635, 174, B00, S14, 1
B00, Trade, 85831.019, 166, B00, S02, 1
B00, Trade, 85843.269, 170, B00, S09, 1
B00, Trade, 85851.558, 176, B00, S05, 1
B00, Trade, 85874.558, 170, B00, S23, 1
B00, Trade, 85876.558, 172, B00, S20, 1
B00, Trade, 85888.288, 172, B00, S18, 1
B00, Trade, 85915.288, 172, B00, S12, 1
B00, Trade, 85923.346, 169, B00, S00, 1
B00, Trade, 85929.346, 169, B00, S04, 1
B00, Trade, 85945.212, 175, B00, S17, 1
B00, Trade, 85946.635, 173, B00, S05, 1
B00, Trade, 85956.596, 171, S22, B00, 1
B00, Trade, 85971.712, 170, B00, S22, 1
B00, Trade, 85981.731, 168, P00, B00, 1
B00, Trade, 85992.404, 167, S10, B00, 1
B00, Trade, 86023.500, 174, B00, S17, 1
B00, Trade, 86035.115, 169, B00, S02, 1
B00, Trade, 86044.615, 176, B00, S11, 1
B00, Trade, 86048.692, 169, B00, S00, 1
B00, Trade, 86060.462, 175, B00, S16, 1
B00, Trade, 86078.615, 171, B00, S14, 1
B00, Trade, 86097.808, 163, B00, S16, 1
B00, Trade, 86104.308, 163, B00, S10, 1
B00, Trade, 86116.365, 169, B00, S02, 1
B00, Trade, 86135.481, 170, B00, S22, 1
B00, Trade, 86150.558, 174, B00, S20, 1
B00, Trade, 86158.750, 168, B00, S04, 1
B00, Trade, 86169.385, 169, B00, S06, 1
B00, Trade, 86184.788, 169, B00, S04, 1
B00, Trade, 86189.135, 169, B00, S16, 1
B00, Trade, 86195.038, 167, B00, S24, 1
B00, Trade, 86213.288, 164, B00, S17, 1
B00, Trade, 86217.135, 170, B00, S20, 1
B00, Trade, 86229.231, 168, B00, S07, 1
B00, Trade, 86242.981, 166, B00, S16, 1
B00, Trade, 86254.865, 172, B00, S18, 1
B00, Trade, 86268.192, 174, B00, S04, 1
B00, Trade, 86283.404, 163, B00, S18, 1
B00, Trade, 86292.538, 170, B00, S01, 1
B00, Trade, 86304.519, 174, P00, B00, 1
B00, Trade, 86332.173, 169, B00, S19, 1
B00, Trade, 86339.135, 174, B00, S07, 1
B00, Trade, 86363.462, 175, B00, S24, 1
B00, Trade, 86372.269, 167, B00, S02, 1
B00, Trade, 86378.038, 169, B00, S12, 1
B00, Trade, 86388.615, 169, B00, S16, 1
B01, 100
B01, Trade, 85258.673, 180, B01, S12, 1
B01, Trade, 85267.173, 173, S13, B01, 1
B01, Trade, 85279.212, 166, B01, S20, 1
B01, Trade, 85286.308, 170, S09, B01, 1
B01, Trade, 85299.404, 169, B01, S14, 1
B01, Trade, 85308.192, 164, B01, S05, 1
B01, Trade, 85321.500, 172, B01, S12, 1
B01, Trade, 85335.115, 173, B01, S06, 1
B01, Trade, 85347.615, 171, B01, S16, 1
B01, Trade, 85353.346, 173, S04, B01, 1
B01, Trade, 85368.423, 169, S03, B01, 1
B01, Trade, 85376.212, 177, B01, S14, 1
B01, Trade, 85392.558, 166, B01, S17, 1
B01, Trade, 85394.192, 169, B01, S22, 1
B01, Trade, 85407.212, 170, S20, B01, 1
B01, Trade, 85417.846, 175, S09, B01, 1
B01, Trade, 85427.365, 171, B01, S13, 1
B01, Trade, 85435.788, 166, B01, S08, 1
B01, Trade, 85452.077, 171, B01, S22, 1
B01, Trade, 85459.654, 169, S11, B01, 1
B01, Trade, 85472.750, 169, B01, S08, 1
B01, Trade, 85475.808, 176, B01, S15, 1
B01, Trade, 85488.827, 169, S08, B01, 1
B01, Trade, 85499.577, 170, B01, S23, 1
B01, Trade, 85510.481, 172, B01, S17, 1
B01, Trade, 85522.000, 172, B01, S00, 1
B01, Trade, 85532.212, 171, B01, S22, 1
B01, Trade, 85541.423, 170, S15, B01, 1
B01, Trade, 85543.596, 169, B01, S23, 1
B01, Trade, 85559.058, 164, B01, S20, 1
B01, Trade, 85571.923, 171, S24, B01, 1
B01, Trade, 85591.212, 171, B01, S12, 1
B01, Trade, 85596.442, 172, B01, S17, 1
B01, Trade, 85606.904, 165, B01, S16, 1
B01, Trade, 85623.404, 166, B01, S16, 1
B01, Trade, 85642.308, 169, B01, S14, 1
B01, Trade, 85650.712, 171, B01, S03, 1
B01, Trade, 85654.712, 169, B01, S01, 1
B01, Trade, 85669.077, 163, B01, S17, 1
B01, Trade, 85680.250, 175, B01, S02, 1
B01, Trade, 85690.327, 168, B01, S04, 1
B01, Trade, 85696.500, 170, B01, S08, 1
B01, Trade, 85722.442, 169, B01, S01, 1
B01, Trade, 85735.231, 170, S09, B01, 1
B01, Trade, 85745.423, 169, B01, S17, 1
B01, Trade, 85762.846, 168, B01, S01, 1
B01, Trade, 85776.288, 170, B01, S13, 1
B01, Trade, 85779.731, 171, B01, S17, 1
B01, Trade, 85792.865, 170, B01, S14, 1
B01, Trade, 85799.596, 176, B01, S10, 1
B01, Trade, 85811.038, 175, S07, B01, 1
B01, Trade, 85823.096, 167, B01, S13, 1
B01, Trade, 85832.250, 166, B01, S15, 1
B01, Trade, 85840.135, 169, B01, S22, 1
B01, Trade, 85845.231, 167, B01, S06, 1
B01, Trade, 85861.038, 172, B01, S16, 1
B01, Trade, 85873.981, 170, B01, S17, 1
B01, Trade, 85878.750, 173, B01, S04, 1
B01, Trade, 85893.231, 174, B01, S05, 1
B01, Trade, 85899.019, 169, S13, B01, 1
B01, Trade, 85917.635, 169, B01, S01, 1
B01, Trade, 85926.577, 172, B01, S12, 1
B01, Trade, 85940.500, 188, B01, S20, 1
B01, Trade, 85961.288, 171, S10, B01, 1
B01, Trade, 85983.442, 167, B01, S13, 1
B01, Trade, 85991.692, 168, S18, B01, 1
B01, Trade, 86003.038, 165, S23, B01, 1
B01, Trade, 86009.000, 168, B01, S08, 1
B01, Trade, 86018.981, 171, B01, S04, 1
B01, Trade, 86034.962, 170, B01, S11, 1
B01, Trade, 86039.115, 172, B01, S13, 1
B01, Trade, 86050.365, 170, B01, S07, 1
B01, Trade, 86059.404, 177, S09, B01, 1
B01, Trade, 86068.788, 171, B01, S00, 1
B01, Trade, 86079.750, 171, B01, S05, 1
B01, Trade, 86086.635, 167, B01, S12, 1
B01, Trade, 86100.904, 162, B01, S18, 1
B01, Trade, 86112.173, 172, B01, S02, 1
B01, Trade, 86122.019, 167, B01, S16, 1
B01, Trade, 86131.750, 171, B01, S04, 1
B01, Trade, 86139.135, 175, B01, S21, 1
B01, Trade, 86144.462, 170, B01, S11, 1
B01, Trade, 86156.596, 166, B01, S01, 1
B01, Trade, 86164.615, 172, B01, S24, 1
B01, Trade, 86177.769, 177, B01, S22, 1
B01, Trade, 86189.865, 169, B01, S17, 1
B01, Trade, 86197.846, 170, B01, S17, 1
B01, Trade, 86208.865, 168, B01, S15, 1
B01, Trade, 86227.769, 170, S20, B01, 1
