B00, 100
B00, Trade, 85149.365, 169, S01, B00, 1
B00, Trade, 85172.750, 171, B00, S12, 1
B00, Trade, 85191.500, 170, S12, B00, 1
B00, Trade, 85206.327, 172, P00, B00, 1
B00, Trade, 85214.135, 177, S10, B00, 1
B00, Trade, 85226.846, 173, B00, S14, 1
B00, Trade, 85242.038, 179, S16, B00, 1
B00, Trade, 85248.865, 172, B00, S24, 1
B00, Trade, 85256.000, 173, S18, B00, 1
B00, Trade, 85273.212, 175, B00, S18, 1
B00, Trade, 85289.423, 175, B00, S21, 1
B00, Trade, 85300.308, 169, B00, S00, 1
B00, Trade, 85312.327, 173, B00, S06, 1
B00, Trade, 85326.654, 171, B00, S23, 1
B00, Trade, 85342.058, 172, B00, S06, 1
B00, Trade, 85345.769, 175, S12, B00, 1
B00, Trade, 85365.673, 171, B00, S04, 1
B00, Trade, 85373.808, 173, B00, S23, 1
B00, Trade, 85379.346, 177, S19, B00, 1
B00, Trade, 85389.962, 172, B00, S12, 1
B00, Trade, 85399.654, 171, B00, S09, 1
B00, Trade, 85406.750, 176, S08, B00, 1
B00, Trade, 85422.558, 172, B00, S06, 1
B00, Trade, 85426.269, 164, B00, S05, 1
B00, Trade, 85444.365, 175, S09, B00, 1
B00, Trade, 85473.154, 171, B00, S08, 1
B00, Trade, 85481.442, 176, S09, B00, 1
B00, Trade, 85501.500, 171, B00, S13, 1
B00, Trade, 85507.231, 176, S18, B00, 1
B00, Trade, 85531.462, 174, B00, S03, 1
B00, Trade, 85543.827, 174, B00, S07, 1
B00, Trade, 85547.500, 178, S03, B00, 1
B00, Trade, 85567.385, 170, B00, S10, 1
B00, Trade, 85574.654, 179, P00, B00, 1
B00, Trade, 85599.692, 175, B00, S23, 1
B00, Trade, 85610.635, 173, B00, S13, 1
B00, Trade, 85614.769, 176, B00, S06, 1
B00, Trade, 85628.096, 179, B00, S11, 1
B00, Trade, 85638.500, 172, B00, S09, 1
B00, Trade, 85650.269, 173, B00, S21, 1
B00, Trade, 85662.692, 175, S24, B00, 1
B00, Trade, 85677.865, 174, S19, B00, 1
B00, Trade, 85686.019, 178, S18, B00, 1
B00, Trade, 85705.385, 173, B00, S19, 1
B00, Trade, 85717.404, 183, S09, B00, 1
B00, Trade, 85732.212, 162, B00, S04, 1
B00, Trade, 85738.096, 173, S15, B00, 1
B00, Trade, 85754.288, 171, B00, S11, 1
B00, Trade, 85757.558, 172, B00, S03, 1
B00, Trade, 85780.154, 178, B00, S13, 1
B00, Trade, 85790.731, 174, B00, S20, 1
B00, Trade, 85799.827, 168, B00, S09, 1
B00, Trade, 85812.750, 170, B00, S21, 1
B00, Trade, 85816.885, 176, P00, B00, 1
B00, Trade, 85832.462, 176, B00, S08, 1
B00, Trade, 85854.692, 166, B00, S09, 1
B00, Trade, 85858.519, 169, P00, B00, 1
B00, Trade, 85871.923, 172, B00, S24, 1
B00, Trade, 85886.615, 177, S14, B00, 1
B00, Trade, 85900.577, 172, B00, S05, 1
B00, Trade, 85905.923, 183, S19, B00, 1
B00, Trade, 85917.846, 166, B00, S01, 1
B00, Trade, 85929.462, 170, B00, S08, 1
B00, Trade, 85936.154, 179, S05, B00, 1
B00, Trade, 85945.308, 174, S13, B00, 1
B00, Trade, 85962.135, 177, B00, S03, 1
B00, Trade, 85976.635, 171, B00, S02, 1
B00, Trade, 85986.000, 181, B00, S12, 1
B00, Trade, 85992.000, 170, B00, S19, 1
B00, Trade, 85997.712, 174, B00, S11, 1
B00, Trade, 86016.154, 173, S12, B00, 1
B00, Trade, 86037.788, 177, B00, S06, 1
B00, Trade, 86045.212, 180, S03, B00, 1
B00, Trade, 86059.731, 172, B00, S23, 1
B00, Trade, 86066.596, 166, B00, S11, 1
B00, Trade, 86077.846, 174, B00, S18, 1
B00, Trade, 86088.462, 173, S16, B00, 1
B00, Trade, 86107.519, 177, S23, B00, 1
B00, Trade, 86116.096, 172, S15, B00, 1
B00, Trade, 86137.865, 169, B00, S23, 1
B00, Trade, 86150.442, 167, B00, S13, 1
B00, Trade, 86155.058, 170, S04, B00, 1
B00, Trade, 86172.673, 170, B00, S02, 1
B00, Trade, 86185.481, 171, S10, B00, 1
B00, Trade, 86197.577, 168, B00, S09, 1
B00, Trade, 86211.365, 172, B00, S08, 1
B00, Trade, 86217.481, 171, S09, B00, 1
B00, Trade, 86234.000, 162, B00, S24, 1
B00, Trade, 86244.731, 165, B00, S23, 1
B00, Trade, 86257.058, 177, S17, B00, 1
B00, Trade, 86274.904, 168, B00, S12, 1
B00, Trade, 86278.000, 174, B00, S22, 1
B00, Trade, 86297.288, 172, S24, B00, 1
B00, Trade, 86308.096, 166, B00, S20, 1
B00, Trade, 86325.615, 169, B00, S13, 1
B00, Trade, 86342.558, 176, B00, S09, 1
